Price,Location,Size,Bedrooms,Bathrooms,Wardrobes,Cabinets,Balcony,Parking,Quarters
200 000 000 Rwf,"Kigali, Gacuriro",,4.0,4.0,Yes,Yes,Yes,Yes,Yes
40 000 000 Rwf,40milliona kimihurura,/,4.0,3.0,,,,,Yes
55 000 000 Rwf,"www.gobeland.com,Gikondo @55 millions",25/30m,,1.0,,,,Yes,Yes
70 000 000 Rwf,"KIGALI,KIBAGABAGA",/,4.0,2.0,Yes,Yes,Yes,Yes,
65 000 000 Rwf,"www.Gobeland.com, Kagugu@65 millions",20/30m,4.0,3.0,,,,Yes,Yes
Negotiable,kigali,20m/30m,4.0,3.0,,,,,
18 000 000 Rwf,Kanombe airport Kigali,400sqm,3.0,1.0,,,,,Yes
50 000 000 Rwf,"KIGALI,KANOMBE",/,3.0,2.0,,Yes,,,
650 000 000 Rwf,KIGALI-KICUKIRO,,4.0,3.0,,,Yes,Yes,Yes
18 000 000 Rwf,Kigali Kicukiro,22/18,3.0,,,,,,
250 000 000 Rwf,KABEZA @250.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
28 000 000 Rwf,kigali,/,4.0,3.0,,,,Yes,
70 000 000 Rwf,70M Kibagabaga,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
80 000 000 Rwf,karuruma house for sale@ 80.000.000 Frw,30/40m,5.0,4.0,,,,Yes,Yes
218 000 000 Rwf,Gasabo-Ndera,999sqm,,,,,,,Yes
150 000 000 Rwf,KIBAGABAGA,/,5.0,,,,,,
60 000 000 Rwf,kigali-kacyiru,20mx20m,4.0,2.0,,,,,
28 000 000 Rwf,MASAKA,/,4.0,,,,,,
110 000 000 Rwf,100M KIBAGABA,/,4.0,3.0,,Yes,,,
34 000 000 Rwf,34M KIMIRONKO,20mx25m,2.0,2.0,Yes,Yes,Yes,Yes,
70 000 000 Rwf,kicukiro @4bedrooms @70.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
61 000 000 Rwf,61M kibagabaga,20mx30m,4.0,3.0,,,,,
50 000 000 Rwf,50m kimironko,20MX30M,4.0,3.0,,,,Yes,Yes
200 000 000 Rwf,Nyarutarama,/,4.0,4.0,Yes,,Yes,Yes,Yes
30 000 000 Rwf,Masaka @30 millions,35/30m,,1.0,,,,Yes,Yes
60 000 000 Rwf,Kigali kimiromko,/,4.0,3.0,,,,Yes,Yes
60 000 000 Rwf,www.gobelandhouse.com is selling a house at kicukiro@ 60.000.000RWF,25/30m,4.0,3.0,,,,Yes,Yes
38 000 000 Rwf,Kimironko,28mx38m,,,,,,,
130 000 000 Rwf,Kimironko:kivuproperty.com,30mx30m,5.0,4.0,,,,,
120 000 000 Rwf,"Kigali, Gacuriro",/,3.0,1.0,,Yes,,,
65 000 000 Rwf,Kimironko house for sale@65 millions,30/25m,,1.0,,,,Yes,Yes
63 000 000 Rwf,63M kibagabaga,/,4.0,3.0,,Yes,,,
30 000 000 Rwf,Gisozi house for sale@30 millions,25/25P,3.0,2.0,,,,Yes,Yes
80 000 000 Rwf,kigali remera,/,4.0,3.0,,,,Yes,Yes
200 000 000 Rwf,200M kibagabaga,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
38 000 000 Rwf,kabeza house for sale:38 millions,25/20m,4.0,3.0,,,,Yes,Yes
35 000 000 Rwf,kigali gacuriro,750sqm,,,,,,,
50 000 000 Rwf,50m kimironko,20MX30M,4.0,3.0,,,,Yes,Yes
47 000 000 Rwf,kigali kanombe,25/30m,4.0,3.0,,,,Yes,Yes
250 000 000 Rwf,KIBAGABAGA CLOSER TO TARMAC STREET,,6.0,5.0,,,Yes,Yes,
25 000 000 Rwf,kigali ,/,4.0,2.0,,,,Yes,
55 000 000 Rwf,Kimironko:kivuproperty.com,25mx30m,4.0,3.0,,,,,
$ 2 000,kigali kacyiru,/,,,,,,,
30 000 000 Rwf,kabuga house for sale@ 30.000.000 Frw,25/30m,4.0,3.0,,,,Yes,Yes
180 000 000 Rwf,"Kigali, Kibagabaga",,,1.0,,Yes,Yes,Yes,Yes
220 000 000 Rwf,kigali,20mx30m,6.0,5.0,,,,,Yes
75 000 000 Rwf,kigali,30mx30m,4.0,3.0,,,,Yes,
42 000 000 Rwf,42M GASOGI,30MX25M,4.0,3.0,,,,Yes,Yes
50 000 000 Rwf,Kigali gacuriro,25/30 ,,,,,,,
70 000 000 Rwf,70M GACURIRO,25/30m,4.0,3.0,,,,Yes,Yes
52 000 000 Rwf,kanombe @52.000.000 Rwf,25/20m,4.0,3.0,,,,Yes,Yes
6 000 000 Rwf,kwirebero@6m kigalidealer,15/20R,,,,,,,
38 000 000 Rwf,38M KANOMBE,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
60 000 000 Rwf,www.kigalidealer.com,30/20,5.0,3.0,,,,Yes,Yes
60 000 000 Rwf,60m kimironko,20mx30m,4.0,3.0,,,,Yes,Yes
75 000 000 Rwf,"kicukiro, house for sale @75.000.000 Rwf",25/30m,4.0,3.0,,,,Yes,Yes
53 000 000 Rwf,kibagabaga,20/15C,4.0,3.0,,,,Yes,
65 000 000 Rwf,Kanombe house for sale@65 millions,25/30m,4.0,3.0,,,,Yes,Yes
90 000 000 Rwf,Kagugu house for sale@90 millions,30/35P,4.0,3.0,,,,Yes,Yes
90 000 000 Rwf,90M kicukiro,20mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
115 000 000 Rwf,115M KIBAGABAGA,25mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
60 000 000 Rwf,kimironko @60.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
70 000 000 Rwf,"Kigali, Kinyinya",,4.0,2.0,,Yes,Yes,Yes,
55 000 000 Rwf,55m kimironko,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
48 000 000 Rwf,kigali@festus,18m/25m,4.0,3.0,,,,Yes,
45 000 000 Rwf,kabeza house for sale:45 millions,25/25m,4.0,3.0,,,,Yes,Yes
60 000 000 Rwf,kabeza,20m/30m,4.0,3.0,,,,,Yes
85 000 000 Rwf,Gacuriro,/,4.0,3.0,,,,Yes,
85 000 000 Rwf,kigali kicukiro,30/30m,4.0,3.0,,,,Yes,Yes
120 000 000 Rwf,KIGALI/KIGUGU,/,4.0,3.0,,Yes,,Yes,
115 000 000 Rwf,"Kibagabaga, Kigali",,5.0,4.0,Yes,Yes,Yes,Yes,
55 000 000 Rwf,55M kibagabaga,20mx25m,4.0,2.0,Yes,Yes,Yes,Yes,
25 000 000 Rwf,KAREMBURE,/,,,,,,,
160 000 000 Rwf,"www.gobeland.com,Kibagabaga @160 millions",30/30m,,1.0,,,,Yes,Yes
55 000 000 Rwf,Kanombe house for sale@55 millions,30/25P,4.0,3.0,,,,Yes,Yes
80 000 000 Rwf,80M KIMIRONKO,20mx30m,4.0,3.0,,,,,
50 000 000 Rwf,kanombe @50.000.000 Rwf,30/30m,4.0,3.0,,,,Yes,Yes
110 000 000 Rwf,"Kigali, Kibagabaga",,4.0,3.0,Yes,Yes,Yes,Yes,
35 000 000 Rwf,35M GIKONDO,/,4.0,3.0,,Yes,,,
13 000 000 Rwf,kanombe 13M,25mx30m,3.0,,,,,,Yes
25 000 000 Rwf,25M kabuga,25m/30m,4.0,3.0,,,,Yes,Yes
25 000 000 Rwf,25m kibagabaga,,4.0,2.0,Yes,Yes,Yes,Yes,Yes
Negotiable,"Kicukiro, Masaka sector, Rusheshe Cell",/,,,,,,,
60 000 000 Rwf,kibagabaga,500Sqm,5.0,4.0,,,Yes,,Yes
50 000 000 Rwf,"KIGALI, KICUKIRO",/,4.0,3.0,,,,Yes,Yes
Negotiable,Kagali-kinyinya,20m/30m,,,,,,,
150 000 000 Rwf,Gishushu near RDB,1310 sqm,4.0,2.0,,Yes,,Yes,
85 000 000 Rwf,85m kagugu,20m/30m,5.0,3.0,,,,Yes,Yes
47 000 000 Rwf,Kigali 47M,30/20F,4.0,3.0,,,,Yes,Yes
120 000 000 Rwf,kigali 120M,30/20p,5.0,4.0,,Yes,,Yes,Yes
45 000 000 Rwf,45M Kimironko,25mx30m,3.0,2.0,,,,,Yes
10 000 000 Rwf,10M KANOMBE,25m/30m,4.0,0.0,,,,Yes,Yes
52 000 000 Rwf,Kanombe house for sale@52 millions,25/20m,,1.0,,,,Yes,Yes
60 000 000 Rwf,kanombe @60.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
90 000 000 Rwf,"Kigali, Kagarama",/,4.0,3.0,,Yes,,,
130 000 000 Rwf,Kimironko house for sale@130 millions,30/25m,5.0,4.0,,,,Yes,Yes
75 000 000 Rwf,www.gobeland.com house for sale inkicukiro nibonyi@75millions at@75millions,20/25m,4.0,3.0,,,,Yes,Yes
160 000 000 Rwf,160m kibagabaga,25mx20m,5.0,4.0,Yes,Yes,Yes,Yes,
30 000 000 Rwf,30M KABEZA,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
53 000 000 Rwf,kigali-kanombe-festus,20m/20m,4.0,3.0,,,,Yes,Yes
140 000 000 Rwf,kibagabaga house for sale @ 130 millions,35/30m,6.0,4.0,,,,Yes,Yes
250 000 000 Rwf,kabeza,30/30m,4.0,4.0,,,,Yes,Yes
45 000 000 Rwf,"KIGALI,KICUKIRO",/,4.0,2.0,,Yes,,Yes,
140 000 000 Rwf,kimironko house for sale@140 millions,25/20P,4.0,3.0,,,,Yes,Yes
75 000 000 Rwf,kimironko @4bedrooms @75.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
45 000 000 Rwf,"www.gobeland.com,kanombe @45 millions",25/25m,4.0,3.0,,,,Yes,Yes
53 000 000 Rwf,"kigali-zindiro,festus",20mx20m,4.0,3.0,,,,,Yes
211 000 000 Rwf,KICUKIRO,1300 sq,5.0,5.0,,,,Yes,Yes
230 000 000 Rwf,KAGUGU TO GISOZI ROAD,1300 sq,6.0,6.0,,,,Yes,Yes
25 000 000 Rwf,25m kibagabaga,,4.0,2.0,Yes,Yes,Yes,Yes,Yes
45 000 000 Rwf,45M KABEZA,20mx30m,4.0,3.0,,,,,
43 000 000 Rwf,"KIGALI,KICUKIRO",/,4.0,2.0,,Yes,,Yes,
80 000 000 Rwf,"KIGALI,KICUKIRO",/,4.0,3.0,,,,,Yes
68 000 000 Rwf,Kigalidealer.com,30/20 ,4.0,3.0,,,,Yes,Yes
28 000 000 Rwf,28M NDERA,30MX40M,4.0,3.0,,,,Yes,Yes
65 000 000 Rwf,kigali kimironko,/,4.0,1.0,,,,,
95 000 000 Rwf,"kicukiro, house for sale @95.000.000 Rwf",25/30m,4.0,3.0,,,,Yes,Yes
125 000 000 Rwf,kimironko,25mx30m,4.0,3.0,,,,Yes,
40 000 000 Rwf,40M KANOMBE,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
75 000 000 Rwf,"kicukiro, house for sale @75.000.000 Rwf",25/30m,4.0,3.0,,,,Yes,Yes
60 000 000 Rwf,kabeza 60millions,30mx30m,4.0,3.0,,,,Yes,Yes
45 000 000 Rwf,45M Kimironko,30mx20m,3.0,,,,,,Yes
35 000 000 Rwf,kigali,35mx30m,4.0,2.0,,,,Yes,Yes
55 000 000 Rwf,kanombe @55.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
80 000 000 Rwf,"Kigali, Gacuriro",,4.0,3.0,Yes,Yes,Yes,Yes,Yes
$ 75 000,Nyarutarama,/,2.0,2.0,,,,,
10 000 000 Rwf,KANOMBE 10M,/,3.0,1.0,,,,,
45 000 000 Rwf,kigali,/,4.0,3.0,,,,,Yes
160 000 000 Rwf,160m kibagabaga,20mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
70 000 000 Rwf,kimironko @70.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
35 000 000 Rwf,35m kanombe,25M/30M,4.0,3.0,,,,Yes,
160 000 000 Rwf,"kigali-kimironko,festus",/,5.0,4.0,,,,,Yes
50 000 000 Rwf,50M Kimironko,20mx30m,4.0,3.0,,,,Yes,Yes
60 000 000 Rwf,www.gobelandhouse.com is selling a house at kimironko @60.000.000RWF,25/30m,4.0,3.0,,,,Yes,Yes
25 000 000 Rwf,kigali,/,4.0,1.0,,,,Yes,Yes
160 000 000 Rwf,"Gacuriro, house for sale @160.000.000 RWF",35/30m,4.0,3.0,,,,Yes,Yes
27 000 000 Rwf,27M kabuga,25mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
40 000 000 Rwf,"www.gobeland.com,Kicukiro @40 millions",20/25m,4.0,3.0,,,,Yes,Yes
60 000 000 Rwf,kigali-kimironko @60 millions,25/35m,4.0,3.0,,,,Yes,
60 000 000 Rwf,KANOMBE,/,4.0,3.0,Yes,,,Yes,Yes
120 000 000 Rwf,Kigali kimiromko,/,5.0,3.0,,,,Yes,Yes
55 000 000 Rwf,kanombe @55.000.000 Rwf,25/25m,4.0,3.0,,,,Yes,Yes
350 000 000 Rwf,Gisozi house for sale@350 millions,35x35 ,,1.0,Yes,,,Yes,Yes
9 000 000 Rwf,"kigali-kimironko,festus",300sqm,,,,,,,
60 000 000 Rwf,60M KIMIRONKO,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
90 000 000 Rwf,90M BIBARE-KIMIRONKO,,4.0,2.0,Yes,Yes,Yes,Yes,Yes
140 000 000 Rwf,140M kibagabaga,30MX30M,5.0,4.0,,,,Yes,Yes
80 000 000 Rwf,Kibagabaga:kivuproperty.com,25mx30m,4.0,3.0,,,,,
41 000 000 Rwf,41M REMERA,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
53 000 000 Rwf,Remera@festus,/,4.0,3.0,,,,,
55 000 000 Rwf,55M kimironko,/,4.0,3.0,,Yes,,,
90 000 000 Rwf,kimironko,1500pav,,,,,,Yes,Yes
70 000 000 Rwf,"kicukiro, house for sale @70.000.000 Rwf",25/30m,4.0,3.0,,,,Yes,Yes
85 000 000 Rwf,"kigali, kimironko",/,4.0,3.0,,Yes,,Yes,
60 000 000 Rwf,Kabeza@60 millions,/,4.0,3.0,,,,,
30 000 000 Rwf,www.kigalidealer.com,600Sqm,4.0,2.0,,,Yes,,Yes
37 000 000 Rwf,37m gisozi,25mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
13 500 000 Rwf,kigali gisozi fawe,20/35m,,,,,,,Yes
180 000 000 Rwf,"Kigali, Kibagabaga",,,1.0,,Yes,Yes,Yes,Yes
35 000 000 Rwf,kigali,800sqm,4.0,1.0,,,,,
80 000 000 Rwf,"Kigali, Kagugu",,4.0,3.0,Yes,Yes,Yes,Yes,Yes
65 000 000 Rwf,kigali kanombe,25/30m,4.0,3.0,,,,Yes,Yes
130 000 000 Rwf,www.gobeland.com/ kibagabaga@ 130 millions,20/25m,5.0,4.0,,,,Yes,Yes
60 000 000 Rwf,60M KIMIRONKO,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
150 000 000 Rwf,Remera-Urwego near RDB,1200 sq,6.0,4.0,,,,Yes,Yes
43 000 000 Rwf,www.Gobelandhouse.com is selling a house at Kanombe@43millions,20/30m,4.0,3.0,,,,Yes,Yes
250 000 000 Rwf,kigali-kibagabaga-festus,20m/30m,5.0,4.0,,,,Yes,Yes
100 000 000 Rwf,Kibagabaga ,25/30P,4.0,3.0,,,,Yes,
200 000 000 Rwf,200M Gikondo,20mx30m,8.0,6.0,,,,,
8 000 000 Rwf,Kigali ,22/20C,3.0,1.0,,,,,
18 000 000 Rwf,Nyamata,30/24,4.0,1.0,,,,,
55 000 000 Rwf,55M kanombe,30mx30m,,2.0,,,,,Yes
160 000 000 Rwf,Kibagabaga,/,4.0,4.0,,,Yes,Yes,Yes
110 000 000 Rwf,110M kibagabaga,/,4.0,3.0,,Yes,,,
65 000 000 Rwf,Kimironko house for sale@65 millions,25/20m,,1.0,,,,Yes,Yes
65 000 000 Rwf,kINYINYA,25mx30m,4.0,3.0,,,,,Yes
55 000 000 Rwf,kanombe @55.000.000 Rwf,20/25m,4.0,3.0,,,,Yes,Yes
57 000 000 Rwf,Kibagabaga 57M,20/25P,5.0,4.0,,,,,
53 000 000 Rwf,kivu manu dael,/,4.0,3.0,,,,,
125 000 000 Rwf,125millions kimironko,/,5.0,4.0,,,,Yes,Yes
33 000 000 Rwf,33M KABEZA,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
250 000 000 Rwf,kigali,25mx30m,5.0,4.0,,,,Yes,
130 000 000 Rwf,www.kigalidealer.com,/,4.0,3.0,,Yes,,Yes,
35 000 000 Rwf,kigali gacuriro,750sqm,,,,,,,
35 000 000 Rwf,35m kanombe,25M/30M,4.0,3.0,,,,Yes,
95 000 000 Rwf,kigali-kicukiro-niboyi,30mx30m,4.0,3.0,,,,,Yes
150 000 000 Rwf,kimironko @150.000.000 Rwf,28/30m,4.0,4.0,,,,Yes,Yes
100 000 000 Rwf,"Kibagabaga, Kigali",,4.0,3.0,Yes,Yes,Yes,Yes,
40 000 000 Rwf,40M kinyinya,20mx30m,4.0,3.0,,,,,Yes
80 000 000 Rwf,"kanombe house for sale@80,000,000 rwf",25/30m,4.0,3.0,,,,Yes,Yes
120 000 000 Rwf,"kicukiro, house for sale @120.000.000 Rwf",35/40m,4.0,3.0,,,,Yes,Yes
120 000 000 Rwf,kibagabaga @120.000.000 Rwf,25/30m,4.0,4.0,,,,Yes,Yes
90 000 000 Rwf,90M kicukiro,20mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
55 000 000 Rwf,"kibagabaga, @55.000.000 Rwf",25/30m,5.0,3.0,,,,Yes,Yes
38 000 000 Rwf,38M kanombe,/,4.0,3.0,,Yes,,,
450 000 000 Rwf,Nyarutarama,30x35 ,6.0,5.0,Yes,,,Yes,Yes
30 000 000 Rwf,30m kabuga,/,4.0,3.0,,Yes,,,
53 000 000 Rwf,53M KANOMBE,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
Negotiable,kigali,20m/30m,4.0,3.0,,,,,
120 000 000 Rwf,kigali 120M,30/20p,4.0,3.0,,Yes,,Yes,Yes
100 000 000 Rwf,www.gobeland.com/ kibagabaga@ 100 millions,25/35m,4.0,1.0,,,,Yes,Yes
55 000 000 Rwf,"www.gobeland.com,kanombe @55 millions",25/20m,,1.0,,,,Yes,Yes
80 000 000 Rwf,80m kibagabaga,20mx30m,4.0,3.0,,,,,
45 000 000 Rwf,kigali-kicukiro-festus,20x22m,4.0,3.0,,,,,
60 000 000 Rwf,Kigali kimiromko,/,4.0,3.0,,,,Yes,Yes
65 000 000 Rwf,kigali-kanombe-festus,20x35m,5.0,3.0,,,,,
20 000 000 Rwf,20M GISOZI,,4.0,1.0,Yes,Yes,Yes,Yes,Yes
75 000 000 Rwf,"kibagabaga, @75.000.000 Rwf",25/30m,4.0,3.0,,,,Yes,Yes
80 000 000 Rwf,"Gobeland.com, kibagabaga@80 millions",28/30m,4.0,3.0,,,,Yes,Yes
50 000 000 Rwf,50M kanombe near main road  house for sale,20mx30m,4.0,3.0,,,,Yes,Yes
95 000 000 Rwf,Gacuriro,/,4.0,3.0,,,,Yes,
35 000 000 Rwf,kigali kicukiro,20/30m,,1.0,,,,,Yes
70 000 000 Rwf,70M GIKONDO,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
50 000 000 Rwf,50m kanombe,20mx30m,4.0,3.0,,,,Yes,Yes
35 000 000 Rwf,35M REMERA,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
60 000 000 Rwf,Kigali Kanombe,,4.0,3.0,,Yes,Yes,Yes,Yes
45 000 000 Rwf,45M KANOMBE,20mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
45 000 000 Rwf,45M Kimironko,25mx30m,3.0,2.0,,,,,Yes
85 000 000 Rwf,85M KIBAGABAGA,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
50 000 000 Rwf,50M Kimironko,20mx30m,4.0,3.0,,,,Yes,Yes
55 000 000 Rwf,www.gobelandhouse.com isselling a house at kinyinya@55millions,25/35m,4.0,1.0,,,,Yes,Yes
35 000 000 Rwf,Gatenga 0788303111,/,4.0,2.0,,,,,
60 000 000 Rwf,"kacyiru,kivuproperty.com",30m30m,4.0,2.0,,,,,
70 000 000 Rwf,70M KACYIRU,20mx30m,4.0,3.0,,,,Yes,Yes
9 000 000 Rwf,kigali,18m/20m,,,,,,,
22 000 000 Rwf,22M NYAMATA,/,4.0,3.0,,Yes,,,
45 000 000 Rwf,45M KANOMBE,20mx30m,4.0,3.0,,,,,
26 000 000 Rwf,kigali-kabeza@festus,15m/20m,,,,,,,
65 000 000 Rwf,kigali kibagabaga,25/30m,5.0,3.0,,,,Yes,Yes
24 000 000 Rwf,24M NYAMATA,30mx30m,4.0,3.0,,,,Yes,Yes
350 000 000 Rwf,Kiyovu,3338sqm,5.0,2.0,,Yes,,Yes,
31 000 000 Rwf,NYAMATA ,,4.0,3.0,,,Yes,,Yes
65 000 000 Rwf,kigali kanombe,25/30m,4.0,3.0,,,,Yes,Yes
70 000 000 Rwf,"kicukiro, house for sale @70.000.000 Rwf",25/30m,4.0,3.0,,,,Yes,Yes
300 000 000 Rwf,kigali gacuriro,25/25m,4.0,5.0,,,,Yes,Yes
55 000 000 Rwf,55M KABEZA,/,4.0,3.0,,Yes,,,
85 000 000 Rwf,kagugu85mly,30/25 ,5.0,4.0,,,,Yes,Yes
45 000 000 Rwf,45M KABEZA,25mx30m,4.0,3.0,,,,,
180 000 000 Rwf,180M KIBAGABAGA,/,4.0,3.0,,,,Yes,
45 000 000 Rwf,www.gobelandhouse.com i selling a house at kanombe@45.000.000RWF,20/30m,4.0,3.0,,,,Yes,Yes
25 000 000 Rwf,25M kabuga,/,4.0,3.0,,Yes,,,
100 000 000 Rwf,KIGALI CITY,,4.0,3.0,Yes,,Yes,Yes,
80 000 000 Rwf,kigali 80M,/,4.0,3.0,,Yes,,,
45 000 000 Rwf,Kicukiro,/,,1.0,,,,Yes,Yes
27 000 000 Rwf,kigali,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
65 000 000 Rwf,kigali--kibagabaga,25mx30m,4.0,3.0,,,,,
15 000 000 Rwf,kigali kanombe,30/20m,,,,,,,
160 000 000 Rwf,kigali,20mx30m,4.0,4.0,,,,Yes,
55 000 000 Rwf,"kibagabaga, @55.000.000 Rwf",25/30m,5.0,3.0,,,,Yes,Yes
250 000 000 Rwf,kigali gacuriro,25/30m,5.0,4.0,,,,Yes,Yes
55 000 000 Rwf,"www.gobeland.com,Gikondo @55 millions",25/30m,,1.0,,,,Yes,Yes
65 000 000 Rwf,Kanombe house for sale@65 millions,20/25m,,1.0,,,,Yes,Yes
100 000 000 Rwf,Kicukiro house for sale@100 millions,35/30m,,1.0,,,,Yes,Yes
95 000 000 Rwf,95M KIBAGABAGA,30mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
100 000 000 Rwf,100M KIBAGABAGA,/,4.0,3.0,,Yes,,,
38 000 000 Rwf,"www.gobeland.com,kicukiro @38 millions",25/25m,,1.0,,,,Yes,Yes
85 000 000 Rwf,85m kagugu,20m/30m,5.0,3.0,,,,Yes,Yes
58 000 000 Rwf,kagarama 58millions,25mx30m,4.0,3.0,,,,Yes,
70 000 000 Rwf,kanombe @70.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
90 000 000 Rwf,90m kibagabaga,30mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
25 000 000 Rwf,Karembure,/,4.0,1.0,,,,Yes,Yes
45 000 000 Rwf,45M KABEZA,30mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
150 000 000 Rwf,150m kibagabaga,/,4.0,3.0,,,,Yes,
27 000 000 Rwf,kicukiro@festus,20m/30m,,,,,,,
55 000 000 Rwf,Kigali kanombe,/,4.0,3.0,,,,Yes,Yes
60 000 000 Rwf,60M kicukiro ,30mx25m,4.0,2.0,,,,,Yes
25 000 000 Rwf,Kigali-kimironko,/,,,,,,,
65 000 000 Rwf,"Kigali, Kimironko",/,4.0,3.0,,Yes,,Yes,
130 000 000 Rwf,"KIGALI,KACYIRU",/,5.0,3.0,,Yes,,,
260 000 000 Rwf,"Kigali, Nyarutarama",/,4.0,1.0,,Yes,,,
8 500 000 Rwf,Nyamata,20/,,,,,,,
150 000 000 Rwf,kigali,/,4.0,4.0,,,,Yes,Yes
30 000 000 Rwf,30m remera,,4.0,2.0,Yes,Yes,Yes,Yes,Yes
130 000 000 Rwf,Kacyiru caise hypotecaire 130million,/,5.0,3.0,,,,,
65 000 000 Rwf,Kigali 65M,/,5.0,3.0,,Yes,,,
50 000 000 Rwf,50m kagarama,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
45 000 000 Rwf,www.Gobelandhouse.com is selling a house at Masaka@45millions,25/30m,,1.0,,,,Yes,Yes
25 000 000 Rwf,25m gahanga,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
40 000 000 Rwf,www.gobeland.com/ kanombe@ 40 millions,25/30m,4.0,3.0,,,,Yes,Yes
180 000 000 Rwf,kigali-kibagabaga-festus,20x25m,5.0,4.0,,,,,Yes
65 000 000 Rwf,"REMERA HOUSE FOR SALE @65,000,000 RWF",25/30m,4.0,3.0,,,,Yes,Yes
55 000 000 Rwf,Kabeza@55 millions,/,4.0,3.0,,,,,
350 000 Rwf,"Kigali, Kanombe",/,4.0,3.0,,Yes,,,
55 000 000 Rwf,kigali,/,4.0,3.0,,,,Yes,
58 000 000 Rwf,kanombe house @58.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
35 000 000 Rwf,kigali,800sqm,4.0,1.0,,,,,
60 000 000 Rwf,kanombe @60.000.000 Rwf,25/25m,4.0,3.0,,,,Yes,Yes
25 000 000 Rwf,25m kibagabaga,25mx20m,4.0,1.0,Yes,Yes,Yes,,Yes
65 000 000 Rwf,"www.Gobeland.com, Kimironko@65 millions",25/35m,4.0,3.0,,,,Yes,Yes
35 000 000 Rwf,35M masaka,/,4.0,3.0,,Yes,,,
165 000 000 Rwf,KICUKIRO ON THE PAVED STREETS,700 sq,5.0,4.0,,,,Yes,
100 000 000 Rwf,KIGALI CITY,,4.0,3.0,Yes,,Yes,Yes,
80 000 000 Rwf,Kigali Gisimenti,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
60 000 000 Rwf,KIMIRONKO,/,4.0,,,,,,
150 000 000 Rwf,kibagabaga house for sale@150.000.000 Rwf,25/30m,5.0,5.0,,,,Yes,Yes
40 000 000 Rwf,kanombe @40.000.000 Rwf,25/25m,4.0,3.0,,,,Yes,Yes
60 000 000 Rwf,Kigali-Kanombe house for sale@60 millions:www.gobeland.com,25/30m,4.0,3.0,,,,Yes,Yes
22 000 000 Rwf,Muyumbu,/,4.0,1.0,,,,,Yes
68 000 000 Rwf,Kigalidealer.com,30/20 ,4.0,3.0,,,,Yes,Yes
140 000 000 Rwf,kigali,25mx30m,5.0,4.0,,,,Yes,
50 000 000 Rwf,"Kigali, Kimironko",,4.0,3.0,Yes,Yes,Yes,Yes,Yes
90 000 000 Rwf,KIBAGABAGA,/,4.0,,,,,,
38 000 000 Rwf,38M KANOMBE,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
13 000 000 Rwf,kanombe 13M,25mx30m,3.0,,,,,,Yes
43 000 000 Rwf,43m kanombe,20mx30m,4.0,3.0,,,,,
100 000 000 Rwf,"Kibagabaga, Kigali",,4.0,3.0,Yes,Yes,Yes,Yes,
150 000 000 Rwf,"www.gobelandhouse.com,Gisozi@150 millions.",25/30â,5.0,4.0,,,,Yes,Yes
300 000 000 Rwf,"www.gobelandhouse.com,Gacuriro@300 millions",30/25â,4.0,5.0,,,,Yes,Yes
110 000 000 Rwf,110M KIBAGABA,,5.0,4.0,Yes,Yes,Yes,Yes,Yes
